pickup_hour,name,id,LocationID,Zone,service_zone,VendorID,num_rides_per_hour,trip_distance,fare_amount,total_amount,congestion_surcharge,total_plus_surcharge
2022-07-07 16:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,451,1077.91,5900.2,9096.76,1090.0,10186.76
2022-07-07 17:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,374,1062.36,5030.9,7808.2,905.0,8713.2
2022-07-07 18:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,373,975.76,4462.0,7039.65,897.5,7937.15
2022-07-07 19:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,301,876.2,3563.3,5660.5,710.0,6370.5
2022-07-07 20:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,208,581.85,2507.2,3828.42,487.5,4315.92
2022-07-07 21:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,197,680.59,2734.0,4079.69,470.0,4549.6900000000005
2022-07-07 22:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,150,480.05,2245.0,3200.38,347.5,3547.88
2022-07-07 23:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,104,393.92,1668.0,2366.1,242.5,2608.6
2022-07-08 00:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,80,320.23,1129.5,1664.83,180.0,1844.83
2022-07-08 01:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,48,197.56,704.0,963.54,95.0,1058.54
2022-07-08 02:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,27,52.72,230.5,384.69,67.5,452.19
2022-07-08 03:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,14,35.79,144.0,222.55,35.0,257.55
2022-07-08 04:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,12,25.05,132.2,184.21,22.5,206.71
2022-07-08 05:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,40,97.46000000000001,368.22,575.62,85.0,660.62
2022-07-08 06:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,153,337.54,1507.2,2328.14,367.5,2695.64
2022-07-08 07:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,271,624.17,2646.2,4121.81,665.0,4786.81
2022-07-08 08:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,311,678.81,3249.2,5011.26,767.5,5778.76
2022-07-08 09:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,303,616.64,3145.7,4875.55,745.0,5620.55
2022-07-08 10:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,306,784.08,3592.1,5425.53,740.0,6165.53
2022-07-08 11:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,335,890.05,4189.1,6268.92,815.0,7083.92
2022-07-08 12:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,335,854.87,4058.7,6005.25,800.0,6805.25
2022-07-08 13:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,342,854.0,4067.5,6041.78,832.5,6874.28
2022-07-08 14:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,359,880.25,4479.7,6634.88,867.5,7502.38
2022-07-08 15:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,408,1180.76,5472.0,7991.08,982.5,8973.58
2022-07-08 16:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,348,952.97,4577.0,7062.96,835.0,7897.96
2022-07-08 17:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,375,798.47,4466.2,6963.86,905.0,7868.86
2022-07-08 18:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,294,744.97,3483.9,5488.9,700.0,6188.9
2022-07-08 19:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,258,776.1,3233.0,5078.64,617.5,5696.14
2022-07-08 20:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,197,689.72,2576.5,3827.19,447.5,4274.6900000000005
2022-07-08 21:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,186,661.94,2559.0,3887.63,425.0,4312.63
2022-07-08 22:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,171,569.59,2234.5,3323.53,400.0,3723.53
2022-07-08 23:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,133,457.77,1829.0,2701.82,307.5,3009.32
2022-07-09 00:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,103,298.36,1212.5,1823.24,245.0,2068.24
2022-07-09 01:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,82,321.36,1151.5,1738.33,197.5,1935.83
2022-07-09 02:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,51,149.78,413.5,718.0,117.5,835.5
2022-07-09 03:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,28,79.77000000000001,301.5,454.40999999999997,57.5,511.90999999999997
2022-07-09 04:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,25,32.39,263.0,377.96,55.0,432.96
2022-07-09 05:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,10,47.89,177.7,255.63,22.5,278.13
2022-07-09 06:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,28,136.71,465.0,653.08,67.5,720.58
2022-07-09 07:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,53,159.3,597.0,904.96,127.5,1032.46
2022-07-09 08:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,95,354.32,1281.5,1800.46,222.5,2022.96
2022-07-09 09:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,156,461.73,1911.0,2913.89,385.0,3298.89
2022-07-09 10:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,189,480.18,2139.0,3215.52,450.0,3665.52
2022-07-09 11:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,225,608.67,2628.5,3892.5,535.0,4427.5
2022-07-09 12:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,268,751.89,3181.0,4763.55,647.5,5411.05
2022-07-09 13:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,330,983.21,3948.5,5866.76,772.5,6639.26
2022-07-09 14:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,279,867.0,3610.1,5313.68,667.5,5981.18
2022-07-09 15:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,286,875.87,3688.0,5414.36,700.0,6114.36
2022-07-09 16:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,288,639.13,3195.0,4723.11,705.0,5428.11
2022-07-09 17:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,318,872.83,3848.6,5617.15,747.5,6364.65
2022-07-09 18:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,291,715.97,3304.5,4884.16,715.0,5599.16
2022-07-09 19:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,290,669.13,3339.0,4904.91,700.0,5604.91
2022-07-09 20:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,146,452.32,1874.5,2734.98,337.5,3072.48
2022-07-09 21:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,168,528.33,2155.7,3127.2200000000003,392.5,3519.7200000000003
2022-07-09 22:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,151,530.0,2208.55,3209.11,352.5,3561.61
2022-07-09 23:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,88,391.68,1512.0,2175.95,202.5,2378.45
2022-07-10 00:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,87,277.33,1243.4,1762.17,195.0,1957.17
2022-07-10 01:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,59,183.5,733.0,1106.63,142.5,1249.13
2022-07-10 02:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,35,77.95,384.0,579.41,80.0,659.41
2022-07-10 03:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,28,61.65,270.62,416.99,65.0,481.99
2022-07-10 04:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,16,29.05,129.5,219.01000000000002,40.0,259.01
2022-07-10 05:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,11,17.12,67.0,108.32000000000001,22.5,130.82
2022-07-10 06:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,24,107.00999999999999,355.0,489.13,50.0,539.13
2022-07-10 07:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,50,227.58,798.7,1129.55,115.0,1244.55
2022-07-10 08:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,63,322.52,1134.5,1581.42,147.5,1728.92
2022-07-10 09:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,117,336.86,1329.2,1954.57,277.5,2232.0699999999997
2022-07-10 10:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,172,450.7,1811.0,2778.34,412.5,3190.84
2022-07-10 11:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,242,771.66,3170.5,4684.64,585.0,5269.64
2022-07-10 12:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,248,819.38,3224.2,4867.3,590.0,5457.3
2022-07-10 13:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,260,707.97,2967.0,4419.16,610.0,5029.16
2022-07-10 14:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,251,841.13,3445.0,5039.64,600.0,5639.64
2022-07-10 15:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,269,1114.88,4343.7,6270.33,632.5,6902.83
2022-07-10 16:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,245,856.0,3422.0,5005.9400000000005,575.0,5580.9400000000005
2022-07-10 17:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,224,846.77,3387.7,4911.88,522.5,5434.38
2022-07-10 18:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,194,812.98,2979.7,4266.03,435.0,4701.03
2022-07-10 19:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,165,626.69,2422.0,3500.96,385.0,3885.96
2022-07-10 20:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,136,650.06,2275.0,3283.56,307.5,3591.06
2022-07-10 21:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,145,551.64,1988.0,2921.86,317.5,3239.36
2022-07-10 22:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,100,478.48,1732.5,2504.04,212.5,2716.54
2022-07-10 23:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,79,494.93,1515.5,2132.6,177.5,2310.1
2022-07-11 00:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,51,335.68,1053.5,1480.18,102.5,1582.68
2022-07-11 01:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,20,76.58,318.2,445.62,42.5,488.12
2022-07-11 02:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,10,28.509999999999998,158.0,235.43,25.0,260.43
2022-07-11 03:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,5,8.33,35.5,65.15,12.5,77.65
2022-07-11 04:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,12,27.45,184.9,245.57,25.0,270.57
2022-07-11 05:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,39,139.7,495.0,761.21,90.0,851.21
2022-07-11 06:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,219,576.04,2332.4,3537.16,530.0,4067.16
2022-07-11 07:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,397,861.54,3733.0,5933.66,990.0,6923.66
2022-07-11 08:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,468,1112.19,5212.7,7945.37,1157.5,9102.869999999999
2022-07-11 09:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,434,959.08,4758.7,7273.71,1067.5,8341.21
2022-07-11 10:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,367,961.08,4367.5,6619.610000000001,905.0,7524.610000000001
2022-07-11 11:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,378,1019.49,4676.2,7069.2,925.0,7994.2
2022-07-11 12:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,405,1249.78,5238.0,7875.51,977.5,8853.01
2022-07-11 13:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,414,1067.2,5061.5,7744.400000000001,1005.0,8749.400000000001
2022-07-11 14:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,391,1093.51,4987.5,7338.22,937.5,8275.720000000001
2022-07-11 15:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,409,1153.64,5090.3,7661.29,992.5,8653.79
2022-07-11 16:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,386,1323.84,5474.7,8510.28,920.0,9430.28
2022-07-11 17:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,336,852.62,3986.2,6502.2,820.0,7322.2
2022-07-11 18:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,362,1099.66,4613.01,7517.62,877.5,8395.119999999999
2022-07-11 19:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,256,852.72,3285.0,5197.96,592.5,5790.46
2022-07-11 20:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,199,699.94,2668.0,4060.21,477.5,4537.71
2022-07-11 21:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,207,681.39,2712.05,4115.49,485.0,4600.49
2022-07-11 22:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,155,601.47,2213.5,3329.46,365.0,3694.46
2022-07-11 23:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,96,349.46999999999997,1335.5,1977.88,207.5,2185.38
2022-07-12 00:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,48,239.2,869.5,1256.84,112.5,1369.34
2022-07-12 01:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,25,121.72,395.5,568.98,57.5,626.48
2022-07-12 02:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,6,12.3,59.5,97.18,15.0,112.18
2022-07-12 03:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,2,2.7,15.0,22.6,5.0,27.6
2022-07-12 04:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,8,9.84,84.2,193.60000000000002,17.5,211.10000000000002
2022-07-12 05:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,61,153.3,647.5,1011.57,145.0,1156.5700000000002
2022-07-12 06:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,246,481.85,2066.0,3356.21,602.5,3958.71
2022-07-12 07:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,498,1010.8100000000001,4670.7,7434.79,1232.5,8667.29
2022-07-12 08:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,594,1391.78,6940.5,10610.47,1472.5,12082.97
2022-07-12 09:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,576,1258.81,6996.5,10549.06,1417.5,11966.56
2022-07-12 10:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,536,1223.83,6454.7,9815.66,1327.5,11143.16
2022-07-12 11:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,520,1119.29,6277.1,9345.99,1280.0,10625.99
2022-07-12 12:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,472,1156.62,5995.2,8923.44,1155.0,10078.44
2022-07-12 13:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,469,999.73,5322.0,8067.4400000000005,1155.0,9222.44
2022-07-12 14:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,486,1105.4,5799.0,8764.82,1175.0,9939.82
2022-07-12 15:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,494,1236.7,6066.7,9098.05,1177.5,10275.55
2022-07-12 16:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,487,1244.2,6342.2,9809.76,1180.0,10989.76
2022-07-12 17:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,479,1453.68,6576.5,10442.74,1155.0,11597.74
2022-07-12 18:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,443,1034.88,4983.2,8047.47,1055.0,9102.470000000001
2022-07-12 19:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,347,832.17,3682.5,6027.31,837.5,6864.81
2022-07-12 20:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,215,629.51,2625.5,4115.87,525.0,4640.87
2022-07-12 21:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,243,775.06,3157.5,4828.9800000000005,572.5,5401.4800000000005
2022-07-12 22:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,187,750.41,2854.5,4208.22,417.5,4625.72
2022-07-12 23:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,137,534.58,2016.0,2950.07,317.5,3267.57
2022-07-13 00:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,80,372.91,1457.5,2146.5099999999998,185.0,2331.5099999999998
2022-07-13 01:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,21,120.8,395.5,590.13,47.5,637.63
2022-07-13 02:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,18,44.14,172.0,283.71000000000004,40.0,323.71000000000004
2022-07-13 03:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,10,12.25,64.0,105.06,25.0,130.06
2022-07-13 04:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,11,22.29,127.7,176.56,25.0,201.56
2022-07-13 05:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,50,127.60000000000001,557.72,862.12,120.0,982.12
2022-07-13 06:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,255,461.75,2097.4,3376.39,630.0,4006.39
2022-07-13 07:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,543,1191.33,5315.0,8321.4,1337.5,9658.9
2022-07-13 08:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,587,1160.31,6292.8,9689.460000000001,1462.5,11151.960000000001
2022-07-13 09:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,527,1317.37,6792.0,10228.91,1297.5,11526.41
2022-07-13 10:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,509,1122.34,6035.9,9111.42,1235.0,10346.42
2022-07-13 11:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,476,1125.52,5966.45,8897.24,1165.0,10062.24
2022-07-13 12:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,493,1248.83,6565.5,9651.83,1195.0,10846.83
2022-07-13 13:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,490,1158.06,6336.0,9399.92,1195.0,10594.92
2022-07-13 14:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,501,1052.31,5922.5,8804.37,1225.0,10029.37
2022-07-13 15:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,453,1185.59,5961.5,8651.880000000001,1095.0,9746.880000000001
2022-07-13 16:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,436,1147.04,5778.0,8923.05,1032.5,9955.55
2022-07-13 17:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,463,1209.39,6309.5,9780.41,1112.5,10892.91
2022-07-13 18:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,434,1004.75,5027.6,8003.24,1052.5,9055.74
2022-07-13 19:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,291,748.51,3229.0,5251.36,695.0,5946.36
2022-07-13 20:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,254,814.18,3140.5,4817.07,580.0,5397.07
2022-07-13 21:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,226,695.42,2875.5,4393.47,560.0,4953.47
2022-07-13 22:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,176,691.16,2628.0,3862.69,415.0,4277.6900000000005
2022-07-13 23:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,154,561.71,2178.0,3250.76,365.0,3615.76
2022-07-14 00:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,92,361.57,1272.5,1904.98,205.0,2109.98
2022-07-14 01:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,44,148.12,525.5,788.0799999999999,92.5,880.5799999999999
2022-07-14 02:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,20,64.17,494.0,670.95,50.0,720.95
2022-07-14 03:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,11,18.38,91.0,152.79,25.0,177.79
2022-07-14 04:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,11,31.729999999999997,199.7,240.22,17.5,257.72
2022-07-14 05:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,48,160.83,573.0,905.58,120.0,1025.58
2022-07-14 06:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,226,506.24,2195.7,3435.61,555.0,3990.61
2022-07-14 07:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,435,849.9,4052.9,6464.150000000001,1072.5,7536.650000000001
2022-07-14 08:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,577,1217.64,6106.0,9429.44,1435.0,10864.44
2022-07-14 09:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,551,1193.3799999999999,6391.7,9704.18,1362.5,11066.68
2022-07-14 10:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,496,1191.85,6127.2,9252.47,1225.0,10477.47
2022-07-14 11:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,460,1144.93,6014.5,8943.74,1142.5,10086.24
2022-07-14 12:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,490,1184.29,6097.7,9019.06,1185.0,10204.06
2022-07-14 13:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,460,1058.82,5563.4,8354.960000000001,1115.0,9469.960000000001
2022-07-14 14:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,479,1198.29,6187.0,9137.74,1170.0,10307.74
2022-07-14 15:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,468,1337.01,6464.2,9387.75,1135.0,10522.75
2022-07-14 16:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,442,1136.15,5793.55,8935.97,1057.5,9993.47
2022-07-14 17:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,401,922.5,4925.5,7659.66,937.5,8597.16
2022-07-14 18:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,400,925.73,4497.5,7205.1900000000005,960.0,8165.1900000000005
2022-07-14 19:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,315,1080.92,4161.0,6556.33,767.5,7323.83
2022-07-14 20:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,244,905.15,3489.5,5154.24,562.5,5716.74
2022-07-14 21:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,206,664.42,2704.2,4071.1,472.5,4543.6
2022-07-14 22:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,188,728.38,2843.5,4191.24,447.5,4638.74
2022-07-14 23:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,152,547.9,2075.0,3104.64,337.5,3442.14
