pickup_hour,name,id,LocationID,Zone,service_zone,VendorID,num_rides_per_hour,trip_distance,fare_amount,total_amount,congestion_surcharge,total_plus_surcharge
2022-01-01 00:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,95,292.08,1283.5,1812.29,227.5,2039.79
2022-01-01 01:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,102,258.39,1219.5,1797.71,242.5,2040.21
2022-01-01 02:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,91,242.2,1153.0,1725.9,222.5,1948.4
2022-01-01 03:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,51,102.03,501.2,786.42,112.5,898.92
2022-01-01 04:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,28,74.85,332.5,568.4,67.5,635.9
2022-01-01 05:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,24,63.82,255.0,373.82,52.5,426.32
2022-01-01 06:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,20,48.92,177.0,273.21000000000004,50.0,323.21000000000004
2022-01-01 07:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,32,119.36,422.5,610.57,77.5,688.07
2022-01-01 08:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,35,145.43,507.5,712.1,80.0,792.1
2022-01-01 09:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,55,169.82,623.0,907.98,132.5,1040.48
2022-01-01 10:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,98,284.23,1071.0,1581.5,230.0,1811.5
2022-01-01 11:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,126,347.78,1396.5,2115.61,302.5,2418.11
2022-01-01 12:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,161,306.39,1375.0,2169.07,392.5,2561.57
2022-01-01 13:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,154,440.71,1744.5,2566.69,377.5,2944.19
2022-01-01 14:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,167,564.38,2177.5,3092.42,397.5,3489.92
2022-01-01 15:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,187,442.89,2015.0,2981.13,455.0,3436.13
2022-01-01 16:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,235,695.83,3066.0,4376.72,557.5,4934.22
2022-01-01 17:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,212,692.69,2988.5,4193.52,515.0,4708.52
2022-01-01 18:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,182,460.74,2178.5,3088.52,422.5,3511.02
2022-01-01 19:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,130,360.98,1605.5,2306.69,297.5,2604.19
2022-01-01 20:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,97,301.87,1238.0,1801.41,217.5,2018.91
2022-01-01 21:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,85,208.81,940.0,1439.97,190.0,1629.97
2022-01-01 22:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,110,348.03000000000003,1398.05,2049.91,237.5,2287.41
2022-01-01 23:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,51,168.3,631.5,956.95,112.5,1069.45
2022-01-02 00:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,28,164.95,456.5,630.22,52.5,682.72
2022-01-02 01:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,22,126.91,446.5,603.91,50.0,653.91
2022-01-02 02:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,16,27.46,124.5,207.53,40.0,247.53
2022-01-02 03:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,10,52.22,170.0,252.5,22.5,275.0
2022-01-02 04:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,11,18.58,84.0,140.41,27.5,167.91
2022-01-02 05:00:00,Madison Square Garden,KovZpZA7AAEA,100,Garment District,Yellow Zone,2,3,25.03,69.0,90.85,7.5,98.35
2022-01-02 06:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,27,96.42,329.5,472.93,60.0,532.9300000000001
2022-01-02 07:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,30,100.47,361.0,498.27,65.0,563.27
2022-01-02 08:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,50,177.3,627.0,902.94,117.5,1020.44
2022-01-02 09:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,94,219.35,847.0,1342.8700000000001,220.0,1562.8700000000001
2022-01-02 10:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,134,320.81,1309.5,1977.74,312.5,2290.24
2022-01-02 11:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,160,330.43,1443.71,2264.77,377.5,2642.27
2022-01-02 12:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,183,467.88,2000.3,2971.09,440.0,3411.09
2022-01-02 13:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,200,557.42,2250.36,3335.36,480.0,3815.36
2022-01-02 14:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,205,500.73,2399.48,3476.94,497.5,3974.44
2022-01-02 15:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,204,650.85,2727.5,3891.43,490.0,4381.43
2022-01-02 16:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,204,665.8,2832.5,3984.42,477.5,4461.92
2022-01-02 17:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,169,485.82,2198.5,3114.46,402.5,3516.96
2022-01-02 18:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,151,490.01,2070.5,2960.2200000000003,355.0,3315.2200000000003
2022-01-02 19:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,135,464.96999999999997,1790.0,2553.03,290.0,2843.03
2022-01-02 20:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,96,404.92,1447.5,2124.99,207.5,2332.49
2022-01-02 21:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,69,313.97,1090.5,1551.48,150.0,1701.48
2022-01-02 22:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,70,318.47,1223.99,1688.78,142.5,1831.28
2022-01-02 23:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,35,114.78,403.5,686.99,75.0,761.99
2022-01-03 00:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,19,103.31,343.0,479.87,40.0,519.87
2022-01-03 01:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,12,133.65,377.0,485.29,17.5,502.79
2022-01-03 02:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,8,21.72,89.0,130.28,17.5,147.78
2022-01-03 03:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,7,8.67,81.2,114.91,12.5,127.41
2022-01-03 04:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,6,32.75,104.5,142.01,12.5,154.51
2022-01-03 05:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,28,80.31,295.0,433.99,60.0,493.99
2022-01-03 06:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,133,291.62,1188.2,1871.74,325.0,2196.74
2022-01-03 07:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,194,400.4,1766.2,2770.39,465.0,3235.39
2022-01-03 08:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,252,568.46,2466.6,3782.53,612.5,4395.030000000001
2022-01-03 09:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,272,585.42,2674.6,4117.1,657.5,4774.6
2022-01-03 10:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,228,445.43,2094.3,3278.96,565.0,3843.96
2022-01-03 11:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,202,440.94,1980.5,2997.81,492.5,3490.31
2022-01-03 12:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,232,458.32,2133.2,3264.96,557.5,3822.46
2022-01-03 13:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,254,589.61,2724.0,4051.7000000000003,605.0,4656.700000000001
2022-01-03 14:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,258,582.95,2658.5,3959.8,600.0,4559.8
2022-01-03 15:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,251,617.53,2711.98,4066.15,615.0,4681.15
2022-01-03 16:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,246,673.73,2798.5,4371.41,560.0,4931.41
2022-01-03 17:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,193,641.89,2554.01,3930.12,450.0,4380.12
2022-01-03 18:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,156,481.1,1930.0,3010.83,357.5,3368.33
2022-01-03 19:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,110,351.87,1357.0,2115.8,250.0,2365.8
2022-01-03 20:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,90,361.9,1261.5,1826.19,190.0,2016.19
2022-01-03 21:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,94,321.98,1157.0,1709.64,207.5,1917.14
2022-01-03 22:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,73,320.78,1077.5,1571.16,145.0,1716.16
2022-01-03 23:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,43,268.95,812.2,1129.8999999999999,82.5,1212.3999999999999
2022-01-04 00:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,24,139.84,433.0,587.0699999999999,47.5,634.5699999999999
2022-01-04 01:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,5,35.44,108.0,146.97,10.0,156.97
2022-01-04 02:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,6,33.129999999999995,144.0,178.32,12.5,190.82
2022-01-04 03:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,2,14.81,47.5,56.81,2.5,59.31
2022-01-04 04:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,7,24.91,122.2,164.51,12.5,177.01
2022-01-04 05:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,24,47.76,206.0,339.64,60.0,399.64
2022-01-04 06:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,114,197.58,874.5,1436.74,282.5,1719.24
2022-01-04 07:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,218,509.63,2005.0,3159.9900000000002,537.5,3697.4900000000002
2022-01-04 08:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,312,649.6,2956.7,4624.5,767.5,5392.0
2022-01-04 09:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,358,712.49,3313.8,5134.24,857.5,5991.74
2022-01-04 10:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,292,581.28,2682.99,4203.75,720.0,4923.75
2022-01-04 11:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,277,512.1,2585.0,4024.23,685.0,4709.23
2022-01-04 12:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,268,541.74,2483.0,3869.75,652.5,4522.25
2022-01-04 13:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,246,584.19,2672.5,4035.9700000000003,602.5,4638.47
2022-01-04 14:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,271,635.24,2870.0,4356.4,652.5,5008.9
2022-01-04 15:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,281,773.1,3184.5,4758.66,677.5,5436.16
2022-01-04 16:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,239,666.56,2719.5,4342.3,580.0,4922.3
2022-01-04 17:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,226,576.3,2379.0,3775.42,537.5,4312.92
2022-01-04 18:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,176,402.49,1770.0,2835.71,412.5,3248.21
2022-01-04 19:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,101,247.32,1005.5,1625.14,242.5,1867.64
2022-01-04 20:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,91,319.56,1159.0,1749.96,205.0,1954.96
2022-01-04 21:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,74,167.88,762.5,1175.14,172.5,1347.64
2022-01-04 22:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,74,241.38,955.51,1399.12,162.5,1561.62
2022-01-04 23:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,43,234.73,754.5,1050.12,82.5,1132.62
2022-01-05 00:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,26,86.76,307.5,466.09000000000003,57.5,523.59
2022-01-05 01:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,7,22.28,103.88,143.77,10.0,153.77
2022-01-05 02:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,7,14.43,63.5,96.56,17.5,114.06
2022-01-05 03:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,5,1.74,58.7,74.94999999999999,5.0,79.94999999999999
2022-01-05 04:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,2,3.8899999999999997,16.0,26.26,5.0,31.26
2022-01-05 05:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,30,82.17,312.5,504.22,75.0,579.22
2022-01-05 06:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,126,228.18,996.0,1616.1100000000001,310.0,1926.1100000000001
2022-01-05 07:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,229,501.18,1932.5,3084.42,545.0,3629.42
2022-01-05 08:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,329,653.59,3043.43,4749.92,802.5,5552.42
2022-01-05 09:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,396,742.77,3443.5,5447.4800000000005,965.0,6412.4800000000005
2022-01-05 10:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,377,700.98,3347.0,5281.37,915.0,6196.37
2022-01-05 11:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,291,537.39,2820.7,4327.87,710.0,5037.87
2022-01-05 12:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,281,587.62,2781.0,4269.68,695.0,4964.68
2022-01-05 13:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,246,611.16,2710.2,4033.2000000000003,607.5,4640.700000000001
2022-01-05 14:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,248,573.11,2571.2,3975.07,600.0,4575.07
2022-01-05 15:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,251,628.03,2827.0,4231.34,602.5,4833.84
2022-01-05 16:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,238,576.34,2572.43,4157.22,580.0,4737.22
2022-01-05 17:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,210,565.56,2339.5,3751.65,500.0,4251.65
2022-01-05 18:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,184,411.98,1804.98,2954.16,447.5,3401.66
2022-01-05 19:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,109,392.47,1433.98,2227.42,250.0,2477.42
2022-01-05 20:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,98,403.79,1403.5,2071.5,225.0,2296.5
2022-01-05 21:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,72,251.01,921.5,1372.74,167.5,1540.24
2022-01-05 22:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,68,339.74,1067.2,1531.12,145.0,1676.12
2022-01-05 23:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,34,157.68,564.5,777.12,75.0,852.12
2022-01-06 00:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,38,263.72,840.0,1174.26,82.5,1256.76
2022-01-06 01:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,16,60.06,201.5,291.06,35.0,326.06
2022-01-06 02:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,5,9.3,27.5,44.6,7.5,52.1
2022-01-06 03:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,6,24.98,122.2,152.32999999999998,10.0,162.32999999999998
2022-01-06 04:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,4,3.91,23.5,43.02,10.0,53.02
2022-01-06 05:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,36,68.28,286.5,466.40000000000003,82.5,548.9000000000001
2022-01-06 06:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,139,293.57,1232.2,1941.7,332.5,2274.2
2022-01-06 07:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,209,388.14,1776.7,2844.89,510.0,3354.89
2022-01-06 08:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,324,669.99,3041.43,4764.97,802.5,5567.47
2022-01-06 09:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,341,660.31,3140.2,4977.17,845.0,5822.17
2022-01-06 10:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,300,680.73,3037.5,4714.24,732.5,5446.74
2022-01-06 11:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,290,500.82,2608.5,4098.52,717.5,4816.02
2022-01-06 12:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,265,604.78,2713.0,4140.68,655.0,4795.68
2022-01-06 13:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,283,636.65,3010.7,4558.860000000001,700.0,5258.860000000001
2022-01-06 14:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,247,653.8100000000001,2801.0,4283.04,602.5,4885.54
2022-01-06 15:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,286,714.0,3188.98,4701.51,687.5,5389.01
2022-01-06 16:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,258,555.43,2718.0,4393.47,627.5,5020.97
2022-01-06 17:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,261,721.29,3121.2,4938.63,620.0,5558.63
2022-01-06 18:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,198,483.21,2097.6,3443.6,472.5,3916.1
2022-01-06 19:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,152,432.82,1757.0,2775.5,352.5,3128.0
2022-01-06 20:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,89,297.77,1141.5,1671.04,195.0,1866.04
2022-01-06 21:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,96,267.33,1106.85,1740.43,225.0,1965.43
2022-01-06 22:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,76,222.99,864.0,1361.13,187.5,1548.63
2022-01-06 23:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,65,243.64000000000001,875.5,1333.18,152.5,1485.68
2022-01-07 00:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,37,103.72,395.03,619.1700000000001,85.0,704.1700000000001
2022-01-07 01:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,13,40.129999999999995,144.0,221.34000000000003,30.0,251.34000000000003
2022-01-07 03:00:00,Madison Square Garden,KovZpZA7AAEA,100,Garment District,Yellow Zone,1,4,17.84,63.0,95.75,10.0,105.75
2022-01-07 04:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,6,8.209999999999999,41.0,67.01,15.0,82.01
2022-01-07 05:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,10,13.34,68.0,117.14,25.0,142.14
2022-01-07 06:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,49,82.88,387.0,613.88,122.5,736.38
2022-01-07 07:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,97,231.96,967.5,1510.72,235.0,1745.72
2022-01-07 08:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,186,372.17,1673.5,2638.34,452.5,3090.84
2022-01-07 09:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,215,457.68,1969.5,3147.4,530.0,3677.4
2022-01-07 10:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,198,463.4,1987.0,3052.4900000000002,485.0,3537.4900000000002
2022-01-07 11:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,184,478.92,2040.2,3127.07,455.0,3582.07
2022-01-07 12:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,192,417.44,1902.0,2933.09,472.5,3405.59
2022-01-07 13:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,200,492.73,2259.7,3393.07,487.5,3880.57
2022-01-07 14:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,240,634.53,2609.5,3981.09,582.5,4563.59
2022-01-07 15:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,241,666.23,2679.0,4070.9500000000003,587.5,4658.450000000001
2022-01-07 16:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,219,577.25,2475.5,4077.43,535.0,4612.43
2022-01-07 17:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,206,450.40999999999997,2126.25,3445.54,502.5,3948.04
2022-01-07 18:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,195,604.36,2384.0,3776.46,460.0,4236.46
2022-01-07 19:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,145,391.57,1510.5,2466.75,345.0,2811.75
2022-01-07 20:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,112,355.91,1431.5,2152.49,257.5,2409.99
2022-01-07 21:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,77,282.29,1045.0,1568.29,182.5,1750.79
2022-01-07 22:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,102,390.17,1386.0,2035.42,222.5,2257.92
2022-01-07 23:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,87,254.37,997.5,1562.66,200.0,1762.66
2022-01-08 00:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,47,167.27,607.5,916.87,105.0,1021.87
2022-01-08 01:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,28,156.64000000000001,505.5,682.66,65.0,747.66
2022-01-08 02:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,19,74.85000000000001,278.5,424.12,47.5,471.62
2022-01-08 03:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,17,46.879999999999995,190.5,280.24,40.0,320.24
2022-01-08 04:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,7,17.47,69.0,110.23,17.5,127.73
2022-01-08 05:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,13,107.31,321.0,411.87,20.0,431.87
2022-01-08 06:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,23,139.24,438.5,575.34,52.5,627.84
2022-01-08 07:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,42,123.78,449.5,680.76,97.5,778.26
2022-01-08 08:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,63,220.94,797.5,1184.5,152.5,1337.0
2022-01-08 09:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,101,246.44,1041.7,1563.26,237.5,1800.76
2022-01-08 10:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,154,304.03000000000003,1350.0,2109.2400000000002,380.0,2489.2400000000002
